hrs,absences,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
5.8663431503791665,5.0,2.0,3.0,3.0,2.0,2.0,28.0,Travel_Rarely,Research & Development,5.0,1.0,Technical Degree,1.0,2286.0,Male,2.0,Laboratory Technician,Married,25590.0,1.0,Y,11.0,8.0,0.0,8.0,3.0,8.0,1.0,7.0,No
5.543731593038611,19.0,3.0,3.0,2.0,2.0,3.0,32.0,Travel_Rarely,Research & Development,1.0,2.0,Medical,1.0,2641.0,Male,3.0,Sales Executive,Married,136950.0,0.0,Y,13.0,8.0,0.0,3.0,3.0,2.0,2.0,2.0,No
6.015138331101944,15.0,3.0,3.0,1.0,3.0,3.0,34.0,Non-Travel,Sales,1.0,2.0,Life Sciences,1.0,720.0,Male,2.0,Research Scientist,Divorced,86210.0,1.0,Y,17.0,8.0,1.0,5.0,1.0,5.0,0.0,0.0,No
8.600741856313888,14.0,3.0,4.0,1.0,4.0,2.0,34.0,Non-Travel,Research & Development,7.0,3.0,Life Sciences,1.0,121.0,Male,1.0,Sales Representative,Single,56170.0,8.0,Y,25.0,8.0,1.0,9.0,3.0,5.0,0.0,4.0,Yes
9.015610218652222,10.0,3.0,3.0,4.0,3.0,3.0,28.0,Travel_Rarely,Research & Development,25.0,3.0,Technical Degree,1.0,2582.0,Male,1.0,Research Director,Single,187890.0,3.0,Y,16.0,8.0,1.0,6.0,4.0,2.0,2.0,2.0,Yes
7.364775769745555,5.0,3.0,3.0,2.0,4.0,3.0,33.0,Travel_Rarely,Research & Development,2.0,2.0,Technical Degree,1.0,455.0,Male,2.0,Laboratory Technician,Single,34790.0,3.0,Y,12.0,8.0,0.0,5.0,3.0,3.0,0.0,2.0,No
5.737131860776389,15.0,2.0,3.0,2.0,3.0,3.0,47.0,Travel_Rarely,Sales,2.0,2.0,Life Sciences,1.0,4004.0,Female,5.0,Manager,Single,31960.0,4.0,Y,14.0,8.0,1.0,7.0,3.0,2.0,2.0,0.0,No
9.5781381079875,18.0,3.0,3.0,4.0,4.0,3.0,27.0,Travel_Rarely,Research & Development,2.0,4.0,Life Sciences,1.0,739.0,Male,1.0,Human Resources,Married,37080.0,1.0,Y,16.0,8.0,2.0,6.0,2.0,6.0,4.0,4.0,No
6.709837126282777,18.0,3.0,3.0,2.0,4.0,2.0,36.0,Non-Travel,Research & Development,3.0,4.0,Medical,1.0,1655.0,Male,1.0,Research Scientist,Single,40250.0,1.0,Y,11.0,8.0,0.0,10.0,3.0,10.0,9.0,7.0,No
6.141390004462222,12.0,4.0,3.0,1.0,4.0,3.0,29.0,Travel_Rarely,Research & Development,5.0,4.0,Life Sciences,1.0,400.0,Female,4.0,Healthcare Representative,Divorced,66730.0,6.0,Y,12.0,8.0,1.0,8.0,2.0,4.0,0.0,3.0,No
6.106849620705,22.0,2.0,3.0,2.0,1.0,1.0,31.0,Travel_Rarely,Research & Development,9.0,1.0,Medical,1.0,1695.0,Female,1.0,Sales Representative,Divorced,189470.0,2.0,Y,12.0,8.0,2.0,9.0,2.0,3.0,1.0,2.0,Yes
7.246830655956945,18.0,4.0,3.0,3.0,3.0,2.0,29.0,Travel_Rarely,Research & Development,23.0,4.0,Life Sciences,1.0,3787.0,Female,2.0,Healthcare Representative,Married,45370.0,6.0,Y,18.0,8.0,1.0,5.0,5.0,1.0,0.0,0.0,No
6.2207708612225,7.0,3.0,4.0,3.0,1.0,3.0,23.0,Travel_Rarely,Research & Development,10.0,3.0,Medical,1.0,2769.0,Male,2.0,Laboratory Technician,Divorced,64390.0,3.0,Y,22.0,8.0,3.0,3.0,2.0,0.0,0.0,0.0,No
9.113620035698334,7.0,3.0,3.0,1.0,4.0,2.0,32.0,Travel_Rarely,Research & Development,1.0,1.0,Life Sciences,1.0,243.0,Female,1.0,Healthcare Representative,Married,30220.0,1.0,Y,16.0,8.0,1.0,6.0,3.0,6.0,0.0,5.0,No
5.672882641677778,18.0,3.0,3.0,1.0,3.0,2.0,51.0,Travel_Rarely,Sales,16.0,3.0,Medical,1.0,359.0,Male,3.0,Research Scientist,Married,94390.0,2.0,Y,15.0,8.0,3.0,29.0,0.0,20.0,4.0,17.0,No
7.806171352074722,5.0,3.0,3.0,3.0,1.0,3.0,30.0,Travel_Rarely,Sales,7.0,3.0,Life Sciences,1.0,2464.0,Male,3.0,Sales Executive,Divorced,23130.0,2.0,Y,11.0,8.0,0.0,12.0,5.0,7.0,1.0,7.0,No
5.568410307898056,22.0,2.0,3.0,3.0,1.0,4.0,55.0,Non-Travel,Research & Development,2.0,3.0,Medical,1.0,517.0,Female,2.0,Manager,Single,75470.0,7.0,Y,16.0,8.0,0.0,31.0,2.0,9.0,6.0,2.0,No
8.460333556447777,20.0,2.0,3.0,3.0,4.0,2.0,40.0,Travel_Rarely,Research & Development,8.0,3.0,Technical Degree,1.0,2377.0,Female,2.0,Healthcare Representative,Single,24040.0,6.0,Y,17.0,8.0,0.0,18.0,2.0,4.0,3.0,3.0,No
5.655350290048889,14.0,2.0,3.0,1.0,1.0,3.0,33.0,Travel_Rarely,Research & Development,8.0,4.0,Life Sciences,1.0,3302.0,Male,3.0,Laboratory Technician,Divorced,24510.0,1.0,Y,13.0,8.0,1.0,9.0,3.0,9.0,0.0,8.0,No
6.105315707273333,14.0,3.0,3.0,4.0,3.0,3.0,32.0,Travel_Rarely,Research & Development,5.0,3.0,Technical Degree,1.0,3622.0,Female,1.0,Sales Executive,Married,96020.0,1.0,Y,13.0,8.0,1.0,10.0,3.0,10.0,1.0,1.0,Yes
6.7881961178044445,14.0,3.0,3.0,3.0,4.0,3.0,59.0,Non-Travel,Research & Development,12.0,2.0,Life Sciences,1.0,2788.0,Male,2.0,Sales Executive,Married,47230.0,9.0,Y,14.0,8.0,0.0,30.0,0.0,3.0,2.0,2.0,No
6.0646541722444445,10.0,2.0,3.0,4.0,3.0,1.0,54.0,Travel_Frequently,Research & Development,9.0,2.0,Medical,1.0,633.0,Male,2.0,Sales Representative,Divorced,29830.0,7.0,Y,14.0,8.0,1.0,33.0,2.0,5.0,1.0,4.0,No
6.571984605086945,13.0,3.0,3.0,4.0,1.0,3.0,31.0,Travel_Frequently,Research & Development,25.0,5.0,Technical Degree,1.0,4072.0,Female,2.0,Human Resources,Married,180610.0,1.0,Y,14.0,8.0,1.0,10.0,2.0,10.0,8.0,7.0,No
7.170908076751389,5.0,2.0,3.0,3.0,3.0,3.0,29.0,Travel_Rarely,Research & Development,20.0,1.0,Medical,1.0,2385.0,Female,2.0,Manager,Single,41630.0,9.0,Y,15.0,8.0,1.0,8.0,4.0,5.0,1.0,4.0,No
6.330712851405556,12.0,2.0,3.0,3.0,2.0,4.0,29.0,Travel_Rarely,Research & Development,19.0,4.0,Life Sciences,1.0,164.0,Male,3.0,Research Scientist,Married,17900.0,5.0,Y,16.0,8.0,1.0,6.0,4.0,2.0,1.0,1.0,Yes
7.8047880410530555,6.0,3.0,3.0,4.0,3.0,3.0,38.0,Travel_Frequently,Sales,18.0,4.0,Life Sciences,1.0,1221.0,Male,2.0,Healthcare Representative,Single,41620.0,0.0,Y,15.0,8.0,1.0,10.0,1.0,9.0,1.0,8.0,No
6.6784381972333335,12.0,4.0,3.0,4.0,1.0,1.0,48.0,Travel_Rarely,Research & Development,8.0,1.0,Medical,1.0,235.0,Male,2.0,Laboratory Technician,Married,53760.0,7.0,Y,13.0,8.0,1.0,21.0,3.0,3.0,0.0,2.0,No
6.346373270861111,21.0,3.0,3.0,3.0,3.0,3.0,32.0,Travel_Rarely,Research & Development,20.0,3.0,Medical,1.0,2852.0,Female,1.0,Manufacturing Director,Single,45810.0,3.0,Y,14.0,8.0,1.0,8.0,3.0,5.0,1.0,4.0,No
9.92190093708139,11.0,3.0,4.0,4.0,4.0,1.0,35.0,Travel_Rarely,Research & Development,2.0,1.0,Life Sciences,1.0,419.0,Male,3.0,Healthcare Representative,Married,106090.0,1.0,Y,22.0,8.0,0.0,10.0,3.0,10.0,0.0,7.0,No
6.097379518072223,11.0,3.0,3.0,1.0,3.0,3.0,34.0,Non-Travel,Sales,1.0,2.0,Life Sciences,1.0,2190.0,Male,2.0,Research Scientist,Divorced,86210.0,1.0,Y,17.0,8.0,1.0,5.0,1.0,5.0,0.0,0.0,No
9.422215528781667,10.0,3.0,3.0,2.0,1.0,3.0,40.0,Travel_Rarely,Research & Development,22.0,2.0,Technical Degree,1.0,3912.0,Male,1.0,Healthcare Representative,Married,23230.0,2.0,Y,16.0,8.0,1.0,18.0,2.0,1.0,0.0,0.0,No
6.069602855867778,18.0,3.0,3.0,3.0,3.0,3.0,48.0,Travel_Rarely,Sales,3.0,3.0,Medical,1.0,479.0,Male,1.0,Research Director,Single,54150.0,7.0,Y,11.0,8.0,1.0,27.0,1.0,15.0,4.0,8.0,No
8.434079651940833,19.0,2.0,3.0,2.0,1.0,4.0,36.0,Travel_Rarely,Research & Development,25.0,1.0,Life Sciences,1.0,2721.0,Female,4.0,Sales Executive,Married,170070.0,9.0,Y,12.0,8.0,1.0,6.0,2.0,1.0,0.0,0.0,No
7.258940205265278,8.0,3.0,3.0,3.0,3.0,2.0,53.0,Travel_Rarely,Sales,2.0,1.0,Life Sciences,1.0,2708.0,Male,5.0,Human Resources,Divorced,31620.0,4.0,Y,15.0,8.0,0.0,26.0,4.0,14.0,4.0,8.0,No
5.956996876394444,16.0,2.0,3.0,1.0,4.0,3.0,53.0,Travel_Rarely,Research & Development,9.0,3.0,Life Sciences,1.0,389.0,Male,1.0,Sales Representative,Married,20890.0,5.0,Y,16.0,8.0,0.0,28.0,2.0,2.0,2.0,2.0,No
5.512371709058334,20.0,3.0,3.0,1.0,4.0,2.0,34.0,Travel_Rarely,Sales,2.0,3.0,Marketing,1.0,4067.0,Male,4.0,Healthcare Representative,Single,46950.0,1.0,Y,16.0,8.0,1.0,14.0,2.0,14.0,2.0,1.0,No
6.681176929941945,19.0,1.0,3.0,3.0,3.0,3.0,21.0,Travel_Rarely,Sales,16.0,2.0,Life Sciences,1.0,239.0,Male,3.0,Sales Executive,Single,87260.0,1.0,Y,11.0,8.0,1.0,3.0,2.0,3.0,1.0,2.0,No
6.094838241856111,19.0,4.0,3.0,1.0,2.0,1.0,37.0,Travel_Rarely,Sales,15.0,3.0,Marketing,1.0,3427.0,Male,2.0,Laboratory Technician,Married,44850.0,5.0,Y,11.0,8.0,1.0,15.0,2.0,1.0,0.0,0.0,Yes
7.489895136099722,7.0,2.0,3.0,4.0,1.0,4.0,46.0,Travel_Rarely,Sales,4.0,3.0,Medical,1.0,2156.0,Male,1.0,Research Scientist,Single,26190.0,6.0,Y,12.0,8.0,1.0,10.0,3.0,7.0,5.0,7.0,No
5.964742302543334,5.0,3.0,3.0,2.0,4.0,3.0,43.0,Travel_Rarely,Sales,16.0,2.0,Marketing,1.0,3952.0,Female,1.0,Laboratory Technician,Single,67820.0,0.0,Y,16.0,8.0,1.0,10.0,2.0,9.0,1.0,8.0,No
8.1056938866575,17.0,1.0,4.0,3.0,4.0,1.0,26.0,Travel_Rarely,Sales,1.0,3.0,Marketing,1.0,3146.0,Female,2.0,Manufacturing Director,Single,24260.0,1.0,Y,22.0,8.0,0.0,1.0,3.0,1.0,0.0,0.0,Yes
7.107310352521111,8.0,2.0,3.0,4.0,4.0,2.0,32.0,Travel_Frequently,Research & Development,9.0,2.0,Medical,1.0,4158.0,Female,2.0,Research Scientist,Single,35000.0,0.0,Y,16.0,8.0,1.0,8.0,2.0,7.0,3.0,6.0,No
6.0382708612225,14.0,3.0,3.0,2.0,3.0,3.0,36.0,Travel_Rarely,Research & Development,1.0,3.0,Medical,1.0,3067.0,Female,5.0,Healthcare Representative,Married,196360.0,1.0,Y,12.0,8.0,1.0,10.0,3.0,10.0,9.0,0.0,No
8.590515394912778,15.0,3.0,3.0,4.0,3.0,3.0,43.0,Travel_Frequently,Sales,4.0,3.0,Medical,1.0,1704.0,Female,2.0,Healthcare Representative,Divorced,34190.0,3.0,Y,11.0,8.0,1.0,10.0,5.0,8.0,4.0,7.0,No
7.455620258812778,17.0,3.0,4.0,3.0,4.0,3.0,25.0,Travel_Rarely,Research & Development,6.0,2.0,Medical,1.0,2098.0,Female,1.0,Laboratory Technician,Single,27680.0,0.0,Y,22.0,8.0,1.0,5.0,0.0,4.0,1.0,1.0,No
7.9443897813475,3.0,3.0,3.0,4.0,3.0,3.0,29.0,Travel_Rarely,Research & Development,16.0,3.0,Medical,1.0,2537.0,Female,1.0,Manufacturing Director,Divorced,22100.0,8.0,Y,11.0,8.0,1.0,11.0,4.0,7.0,1.0,6.0,No
7.295871262828889,12.0,3.0,3.0,3.0,4.0,3.0,35.0,Travel_Frequently,Research & Development,6.0,4.0,Medical,1.0,2215.0,Female,2.0,Research Director,Single,61420.0,2.0,Y,15.0,8.0,1.0,10.0,2.0,2.0,2.0,2.0,No
6.340751896474722,14.0,3.0,3.0,3.0,3.0,3.0,24.0,Travel_Rarely,Research & Development,6.0,3.0,Life Sciences,1.0,2430.0,Male,3.0,Sales Executive,Married,10520.0,1.0,Y,13.0,8.0,0.0,5.0,3.0,5.0,0.0,4.0,No
5.8089491298525,21.0,3.0,3.0,2.0,4.0,3.0,28.0,Travel_Rarely,Research & Development,21.0,4.0,Life Sciences,1.0,3312.0,Female,1.0,Healthcare Representative,Divorced,25000.0,1.0,Y,16.0,8.0,2.0,6.0,3.0,5.0,0.0,4.0,No
8.082981927710833,9.0,2.0,4.0,2.0,3.0,3.0,31.0,Travel_Rarely,Research & Development,15.0,1.0,Medical,1.0,2815.0,Female,2.0,Sales Executive,Married,40660.0,3.0,Y,22.0,8.0,0.0,4.0,2.0,2.0,2.0,2.0,Yes
8.668834225791944,6.0,3.0,3.0,4.0,3.0,2.0,37.0,Travel_Rarely,Sales,9.0,4.0,Marketing,1.0,229.0,Female,2.0,Laboratory Technician,Married,20860.0,4.0,Y,14.0,8.0,0.0,17.0,3.0,3.0,1.0,0.0,No
8.735999553770556,15.0,2.0,4.0,3.0,3.0,3.0,40.0,Travel_Rarely,Research & Development,8.0,3.0,Medical,1.0,111.0,Female,1.0,Healthcare Representative,Married,86280.0,2.0,Y,20.0,8.0,0.0,8.0,2.0,6.0,1.0,0.0,Yes
9.091726907630278,11.0,1.0,3.0,2.0,4.0,2.0,38.0,Travel_Rarely,Research & Development,19.0,3.0,Medical,1.0,1051.0,Female,2.0,Manufacturing Director,Married,64740.0,2.0,Y,13.0,8.0,2.0,20.0,3.0,4.0,0.0,3.0,No
6.4804038375725,8.0,4.0,4.0,4.0,4.0,3.0,53.0,Travel_Rarely,Research & Development,1.0,1.0,Medical,1.0,1862.0,Male,1.0,Sales Executive,Single,44250.0,6.0,Y,22.0,8.0,1.0,33.0,2.0,12.0,3.0,8.0,No
7.847788933511667,18.0,2.0,3.0,4.0,3.0,3.0,33.0,Travel_Rarely,Research & Development,15.0,4.0,Life Sciences,1.0,817.0,Female,1.0,Sales Executive,Single,62010.0,2.0,Y,15.0,8.0,3.0,14.0,2.0,0.0,0.0,0.0,No
9.440529897367222,14.0,4.0,3.0,4.0,4.0,2.0,22.0,Non-Travel,Research & Development,8.0,3.0,Life Sciences,1.0,1230.0,Female,3.0,Sales Executive,Divorced,108510.0,1.0,Y,16.0,8.0,1.0,1.0,2.0,1.0,0.0,0.0,No
7.4642815707272225,17.0,4.0,3.0,4.0,3.0,4.0,42.0,Travel_Rarely,Research & Development,23.0,4.0,Other,1.0,3424.0,Male,1.0,Research Scientist,Married,23730.0,6.0,Y,14.0,8.0,1.0,21.0,3.0,1.0,0.0,0.0,No
7.550046854082778,7.0,4.0,3.0,4.0,2.0,3.0,28.0,Travel_Rarely,Research & Development,10.0,3.0,Other,1.0,507.0,Male,2.0,Sales Representative,Married,52100.0,1.0,Y,15.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,No
6.589684292726389,11.0,3.0,3.0,4.0,3.0,3.0,41.0,Travel_Rarely,Research & Development,2.0,3.0,Life Sciences,1.0,480.0,Male,2.0,Research Scientist,Single,47410.0,6.0,Y,16.0,8.0,0.0,8.0,3.0,2.0,2.0,1.0,No
7.7002967425255555,12.0,3.0,3.0,4.0,3.0,3.0,40.0,Travel_Rarely,Research & Development,8.0,3.0,Other,1.0,1574.0,Male,2.0,Sales Executive,Married,50870.0,3.0,Y,14.0,8.0,1.0,10.0,3.0,7.0,1.0,7.0,No
6.159416555109167,8.0,1.0,3.0,3.0,3.0,3.0,50.0,Travel_Rarely,Research & Development,8.0,4.0,Life Sciences,1.0,1801.0,Male,2.0,Sales Executive,Married,49410.0,5.0,Y,11.0,8.0,1.0,30.0,3.0,4.0,0.0,3.0,No
9.325049085229722,17.0,3.0,3.0,2.0,3.0,3.0,47.0,Travel_Frequently,Research & Development,4.0,3.0,Life Sciences,1.0,309.0,Male,1.0,Research Director,Single,27740.0,4.0,Y,13.0,8.0,1.0,10.0,2.0,5.0,1.0,3.0,Yes
6.757579205711667,19.0,3.0,3.0,2.0,4.0,2.0,30.0,Travel_Rarely,Sales,9.0,4.0,Marketing,1.0,3916.0,Male,1.0,Laboratory Technician,Married,87220.0,1.0,Y,17.0,8.0,1.0,10.0,3.0,10.0,0.0,8.0,No
5.738660196340834,11.0,2.0,3.0,1.0,3.0,3.0,22.0,Travel_Rarely,Research & Development,2.0,2.0,Medical,1.0,1711.0,Female,2.0,Laboratory Technician,Married,195450.0,0.0,Y,14.0,8.0,0.0,3.0,3.0,2.0,2.0,2.0,No
7.738527443105555,8.0,3.0,3.0,4.0,2.0,3.0,56.0,Travel_Rarely,Sales,3.0,2.0,Medical,1.0,2169.0,Female,3.0,Manufacturing Director,Single,26910.0,6.0,Y,16.0,8.0,1.0,36.0,6.0,7.0,7.0,7.0,No
5.497565818830833,20.0,2.0,4.0,1.0,2.0,2.0,50.0,Travel_Rarely,Sales,8.0,4.0,Life Sciences,1.0,2962.0,Male,1.0,Research Scientist,Divorced,96670.0,3.0,Y,23.0,8.0,0.0,28.0,2.0,10.0,1.0,6.0,No
6.0183924587236115,10.0,4.0,3.0,4.0,4.0,2.0,39.0,Non-Travel,Research & Development,3.0,4.0,Life Sciences,1.0,4120.0,Female,2.0,Research Director,Single,47240.0,2.0,Y,12.0,8.0,1.0,21.0,4.0,6.0,1.0,3.0,No
6.016653279785555,22.0,3.0,3.0,3.0,3.0,3.0,54.0,Travel_Rarely,Sales,23.0,3.0,Medical,1.0,3411.0,Female,1.0,Laboratory Technician,Married,136030.0,8.0,Y,13.0,8.0,1.0,22.0,2.0,10.0,0.0,8.0,No
8.316921017402779,6.0,3.0,3.0,4.0,1.0,3.0,42.0,Travel_Rarely,Research & Development,5.0,4.0,Medical,1.0,4406.0,Female,1.0,Research Scientist,Single,60290.0,3.0,Y,17.0,8.0,1.0,10.0,5.0,3.0,0.0,2.0,No
6.580320169566945,9.0,3.0,4.0,1.0,1.0,3.0,31.0,Travel_Rarely,Sales,7.0,4.0,Marketing,1.0,2993.0,Male,2.0,Sales Executive,Married,132250.0,3.0,Y,21.0,8.0,1.0,9.0,2.0,2.0,1.0,0.0,No
6.876806113342222,5.0,4.0,3.0,1.0,3.0,3.0,40.0,Travel_Rarely,Research & Development,28.0,3.0,Medical,1.0,2940.0,Male,2.0,Laboratory Technician,Divorced,54680.0,0.0,Y,12.0,8.0,0.0,22.0,6.0,21.0,3.0,9.0,No
6.2768128067825,12.0,4.0,4.0,1.0,2.0,3.0,45.0,Travel_Rarely,Research & Development,4.0,3.0,Medical,1.0,842.0,Female,3.0,Laboratory Technician,Divorced,118360.0,1.0,Y,22.0,8.0,0.0,10.0,2.0,10.0,7.0,7.0,No
5.802195448460278,12.0,3.0,3.0,3.0,2.0,2.0,36.0,Travel_Frequently,Sales,5.0,2.0,Marketing,1.0,2113.0,Female,1.0,Laboratory Technician,Married,47170.0,1.0,Y,19.0,8.0,1.0,12.0,3.0,11.0,0.0,7.0,No
7.3495716198125,5.0,3.0,3.0,1.0,4.0,3.0,36.0,Travel_Rarely,Research & Development,1.0,3.0,Medical,1.0,4271.0,Female,2.0,Manufacturing Director,Divorced,175670.0,5.0,Y,13.0,8.0,0.0,7.0,6.0,1.0,0.0,0.0,No
8.936331994645,7.0,2.0,3.0,3.0,4.0,3.0,46.0,Travel_Rarely,Research & Development,2.0,3.0,Life Sciences,1.0,3116.0,Male,1.0,Healthcare Representative,Married,88370.0,2.0,Y,18.0,8.0,0.0,15.0,3.0,3.0,1.0,2.0,No
5.821021865238611,12.0,2.0,3.0,3.0,4.0,3.0,26.0,Travel_Rarely,Sales,8.0,3.0,Marketing,1.0,2522.0,Female,1.0,Healthcare Representative,Single,30330.0,1.0,Y,12.0,8.0,0.0,5.0,2.0,5.0,1.0,2.0,No
6.066471441320833,23.0,3.0,3.0,3.0,1.0,3.0,28.0,Travel_Rarely,Research & Development,2.0,3.0,Life Sciences,1.0,3667.0,Female,2.0,Healthcare Representative,Married,111590.0,1.0,Y,12.0,8.0,0.0,5.0,2.0,5.0,0.0,4.0,No
7.629476796073056,11.0,3.0,4.0,4.0,2.0,2.0,25.0,Travel_Rarely,Research & Development,18.0,2.0,Life Sciences,1.0,2147.0,Male,1.0,Research Scientist,Single,36220.0,1.0,Y,25.0,8.0,0.0,2.0,0.0,2.0,2.0,1.0,No
7.4074319500222225,12.0,4.0,3.0,4.0,4.0,2.0,32.0,Travel_Rarely,Research & Development,5.0,3.0,Medical,1.0,1423.0,Male,1.0,Healthcare Representative,Married,34770.0,1.0,Y,11.0,8.0,0.0,14.0,2.0,14.0,9.0,8.0,Yes
7.456047523426944,8.0,3.0,3.0,4.0,1.0,3.0,20.0,Travel_Rarely,Research & Development,1.0,3.0,Life Sciences,1.0,940.0,Male,1.0,Sales Representative,Single,47770.0,1.0,Y,18.0,8.0,1.0,2.0,3.0,2.0,0.0,2.0,No
9.369184515841111,6.0,3.0,3.0,4.0,3.0,4.0,38.0,Travel_Rarely,Research & Development,2.0,4.0,Life Sciences,1.0,2374.0,Female,3.0,Sales Executive,Married,50790.0,3.0,Y,11.0,8.0,0.0,10.0,3.0,5.0,0.0,2.0,No
7.294959839357222,19.0,3.0,4.0,1.0,2.0,3.0,33.0,Travel_Rarely,Research & Development,7.0,2.0,Life Sciences,1.0,2279.0,Male,2.0,Research Scientist,Married,37370.0,8.0,Y,22.0,8.0,2.0,8.0,2.0,5.0,0.0,2.0,No
6.429275992860278,21.0,3.0,3.0,3.0,1.0,3.0,26.0,Travel_Frequently,Sales,14.0,3.0,Life Sciences,1.0,1595.0,Male,2.0,Manager,Single,75100.0,0.0,Y,18.0,8.0,3.0,7.0,3.0,6.0,0.0,4.0,Yes
6.620523203926667,16.0,3.0,3.0,4.0,4.0,3.0,36.0,Travel_Rarely,Research & Development,28.0,1.0,Life Sciences,1.0,1482.0,Male,1.0,Laboratory Technician,Married,33770.0,0.0,Y,12.0,8.0,2.0,16.0,2.0,15.0,10.0,11.0,No
7.576022980811945,8.0,3.0,4.0,2.0,4.0,2.0,32.0,Travel_Rarely,Research & Development,3.0,4.0,Medical,1.0,3305.0,Female,4.0,Sales Executive,Divorced,30380.0,2.0,Y,20.0,8.0,0.0,8.0,3.0,5.0,0.0,3.0,No
6.703101294065,11.0,3.0,3.0,2.0,2.0,1.0,32.0,Travel_Frequently,Research & Development,17.0,4.0,Other,1.0,2943.0,Male,4.0,Sales Executive,Married,193280.0,1.0,Y,15.0,8.0,3.0,5.0,2.0,5.0,0.0,3.0,No
5.932086122266667,20.0,3.0,3.0,2.0,3.0,2.0,33.0,Travel_Rarely,Sales,1.0,3.0,Life Sciences,1.0,1106.0,Female,5.0,Sales Executive,Single,12230.0,1.0,Y,13.0,8.0,1.0,10.0,3.0,10.0,0.0,9.0,No
6.610256581883055,10.0,2.0,3.0,2.0,4.0,3.0,30.0,Travel_Rarely,Human Resources,1.0,4.0,Human Resources,1.0,2850.0,Female,1.0,Manager,Married,174260.0,2.0,Y,12.0,8.0,1.0,12.0,0.0,10.0,7.0,4.0,No
